"tree_ID","latitude","longitude","GUD","SRS","GUD_DOY","SRS_DOY","pheno_lag","dNDVI","NDVIseas","ratio","gup_rate","rain_sum","MAP","soil_texture","slope","elevation","curvature","admin","resid_trend"
"tree_1763689",-7.23102,34.24102,103,147,284,327,-44,0.094412949239733,0.574285677527928,0.195482711422553,141,968.499252323863,906.378483031748,0.307387825794623,2.08632159233093,1271,-2,"United Republic of Tanzania",15.9711702245201
"tree_176446",-32.42569,28.09035,96,114,277,294,-18,0.052431693254022,0.51924453308806,0.100976880665838,125,477.242432968691,499.312443075746,-3.26223507813795,11.2025489807129,521,2,"South Africa",-11.3981368196692
"tree_1765805",-6.80769,33.81878,68.5,132.75,249.5,312.75,-64.25,0.20009354709187,0.422128404377408,0.488521108659691,168.75,1131.52184136727,1139.04906235051,1.12554646017093,2.63082027435303,1336,-6,"United Republic of Tanzania",-13.9467937862142
"tree_1766020",-5.57826,31.50561,41,136,222,316,-95,0.216663424003748,0.386455372997454,0.560642804169721,155,1261.87182998657,1165.81480673798,3.44384079771991,3.83553194999695,1063,8,"United Republic of Tanzania",-46.3649311570579
"tree_1766213",-6.69879,34.68022,121,155.5,302,335.5,-34.5,0.080514695571414,0.63179030623544,0.127055471087077,150,1133.05566812772,724.048174497788,1.81374584852707,2.07588315010071,1150,8,"United Republic of Tanzania",29.0202746700651
"tree_1766393",-10.42773,35.22281,106,161,287,341,-55,0.275259039814499,0.712349470988138,0.386410113329168,120,1239.0281569896,1550.77227659216,-0.666910044966035,19.1004524230957,941,-6,"United Republic of Tanzania",21.7597229642714
"tree_1766504",-7.32937,33.91217,87.25,147.75,268.25,327.75,-60.5,0.129579055237125,0.539394645768241,0.250664872169011,132.5,1141.47150402948,975.620905155024,2.1427827151081,3.34879803657532,1306,2,"United Republic of Tanzania",1.88872779170513
"tree_1767661",-6.91893,31.2852,91,137,272,317,-46,0.283401978911675,0.532225206707327,0.532485074626537,175,950.15513086319,836.381382284894,0.952571141888053,1.86792743206024,919,4,"United Republic of Tanzania",-3.86145416990381
"tree_1767825",-5.72574,35.7563,123.5,148.75,304.5,328.75,-25.25,0.0701122542243102,0.629178767405254,0.111593702940497,103.75,1011.01103299367,1039.94131823455,0.918585689277841,4.62736749649048,1261,2,"United Republic of Tanzania",38.1829151992393
"tree_176855",-25.59541,29.45688,97.6666666666667,116.333333333333,278.666666666667,296.333333333333,-18.6666666666667,0.00947059932664567,0.640268795099537,0.0143010398053107,108.333333333333,700.324764148603,794.665787593343,1.72176903948059,2.12001919746399,1597,4,"South Africa",15.3727681307831
"tree_1769184",-7.49533,32.85979,79.3333333333333,127.333333333333,260.333333333333,307.333333333333,-48,0.282237629410264,0.580543383962463,0.481692340312436,141.666666666667,1277.62839024922,1197.0223689102,1.87772033568925,36.022216796875,1406,-24,"United Republic of Tanzania",-0.927211930999804
"tree_1769563",-7.41303,34.06983,94.75,147,275.75,327,-52.25,0.132860044638259,0.583422389772028,0.222723079968774,142.5,1031.94028122049,1026.79048559344,0.186411915809639,4.72012662887573,1261,8,"United Republic of Tanzania",9.24525821265227
"tree_177066",-24.25105,30.31183,91,120,272,300,-29,0.062330089823002,0.450862685290811,0.13824628175383,120,977.175111293793,1242.4722790352,-0.742751613123074,13.1884346008301,977,44,"South Africa",3.05931928035365
"tree_177167",-25.75353,26.8969,112.666666666667,116.333333333333,293.666666666667,296.333333333333,-3.66666666666667,0.0224243166343033,0.501983616957344,0.0532014629697536,75,570.688024202983,672.726402009281,1.36834042769837,1.38561654090881,1322,0,"South Africa",23.293841184599
"tree_177207",-30.64564,29.91392,101,111,282,291,-10,0.031016636163205,0.605156207047154,0.051253933781081,240,721.533306106161,756.457327410579,-2.74149779162206,17.7324504852295,847,-6,"South Africa",3.60024075743402
"tree_1772262",-7.14575,34.45215,130,144.4,311,324.4,-14.4,0.0372748007096444,0.636177463921763,0.0591591196745149,92,843.53912069921,807.301645369572,1.90051589550419,7.0365777015686,1176,-6,"United Republic of Tanzania",39.71303645492
"tree_1774958",-4.51281,30.63993,41,103,222,283,-62,0.139277942114773,0.495909954157626,0.280853289890816,150,1361.61938701459,1379.54918980598,-2.21604712256687,6.53033494949341,1085,-14,"United Republic of Tanzania",-42.887917041171
"tree_1776390",-6.05063,34.35028,86,163,267,343,-77,0.4694655607079,0.54785268367197,0.856919341092423,170,1314.7121720314,759.90072547982,1.82753611841302,2.07535338401794,1343,-2,"United Republic of Tanzania",-1.72118568354756
"tree_1777296",-10.12457,35.66786,101,165,282,345,-64,0.122600252198105,0.515519444123063,0.237818871035325,175,1446.56832402136,1704.94958221551,-0.195299576201417,3.7047917842865,863,-16,"United Republic of Tanzania",17.4454631312953
"tree_1777463",-5.6218,35.19766,93.5,143,274.5,323,-49.5,0.181492054305766,0.538775543958232,0.36859432933337,115,732.587975720832,1178.83049196377,1.1501151686009,1.314612865448,918,-10,"United Republic of Tanzania",3.50573994470363
"tree_1778240",-6.34235,34.22164,79.75,142,260.75,322,-62.25,0.165919370470111,0.466516632801569,0.386051876469009,130,1041.45472715541,1059.59626509284,2.05181976463636,1.85433411598206,1361,4,"United Republic of Tanzania",-3.34519788529587
"tree_177889",-27.50996,30.53864,76,100,257,280,-24,0.011006539121227,0.503933096656926,0.0218412705858059,225,1009.06340122223,986.491439394654,-0.066012454636308,7.75446701049805,1586,2,"South Africa",-3.77018125981912
"tree_177938",-32.0285,28.78358,96,114,277,294,-18,0.113826839502092,0.558957820672598,0.20364119669195,120,682.584430085874,666.80381155014,-2.84332052770632,17.3432331085205,415,6,"South Africa",-11.0660077263859
"tree_1779495",-9.26114,32.9366,84.3333333333333,136,265.333333333333,316,-51.6666666666667,0.165450176553717,0.484558814682272,0.372003905071437,168.333333333333,1127.59298805368,1022.47160103402,-0.403277486813304,17.3961353302002,1465,-12,"United Republic of Tanzania",2.72745736535768
"tree_1780192",-7.05938,33.88747,72.6666666666667,148,253.666666666667,328,-75.3333333333333,0.112890586349677,0.539951833006113,0.215656994481835,170,1044.89950970467,960.911470329421,1.23854473627386,2.78028845787048,1263,-10,"United Republic of Tanzania",-13.7393132635221
"tree_1781188",-8.58864,33.99961,127.25,149,217,329,-21.75,0.0609050149780283,0.581227124972857,0.103695487075334,107.5,748.973212747253,648.27600564377,-1.89099249873364,1.31889617443085,1026,8,"United Republic of Tanzania",31.7816774861577
"tree_1782866",-7.06425,35.27131,79.75,146.75,260.75,326.75,-67,0.0688454662339545,0.59844907656579,0.11455167747025,150,817.516025332315,697.697130234806,1.2018015483323,2.80152297019958,961,4,"United Republic of Tanzania",-16.2750256179931
"tree_1782925",-7.201,34.00051,99.75,145.5,280.75,325.5,-45.75,0.0805796665363507,0.557897630883766,0.154381325016444,138.75,995.480103242459,983.262621926842,1.93448586272736,2.076331615448,1265,-4,"United Republic of Tanzania",13.70179021117
"tree_1785301",-7.29151,37.03584,101,126,282,306,-25,0.217713142367938,0.613522197055597,0.354857808589131,185,937.893731782213,1775.14358828682,-1.06436511707039,5.62481546401978,568,-4,"United Republic of Tanzania",12.7199170827796
"tree_1785695",-5.87466,31.17802,71,117,252,297,-46,0.24317238819259,0.513720074034128,0.473355822526093,105,1761.62625521421,1407.42211002111,2.15942051796895,9.78569412231445,1096,-12,"United Republic of Tanzania",-12.2766258271122
"tree_1786246",-8.19632,34.22416,102.666666666667,139,283.666666666667,319,-36.3333333333333,0.046387582887865,0.680447390068082,0.084442997273856,113.333333333333,1025.05777151044,884.264983001164,1.84636341041851,0.93697863817215,1084,0,"United Republic of Tanzania",11.6918329985963
"tree_1787020",-6.93579,31.41745,51,140,232,320,-89,0.393909461673652,0.515120646770572,0.764693599728869,215,1066.2992798686,924.962261733409,2.02354251445729,1.31628227233887,922,0,"United Republic of Tanzania",-42.5391987943476
"tree_1787237",-5.63929,32.14718,91,140,272,320,-49,0.226081367969328,0.390600204142026,0.578805043038643,130,1233.11190843582,1159.98510409682,3.40236038505831,0,1085,4,"United Republic of Tanzania",3.97899353313685
"tree_1787626",-6.02575,34.34604,103.5,163,284.5,343,-59.5,0.122330141739216,0.435116032258795,0.286991899547699,132.5,995.288600952831,1056.39438380676,1.89713473509818,1.86462962627411,1363,14,"United Republic of Tanzania",20.3979409600882
"tree_1789483",-9.22959,35.00546,56,146,237,326,-90,0.105711222589805,0.349562992923458,0.302409650706223,125,1267.08216223121,1901.25914289057,-1.53189622747905,5.85325908660889,1660,20,"United Republic of Tanzania",-9.2801714427927
"tree_1789786",-6.71745,35.56014,97.25,148.75,278.25,328.75,-51.5,0.0661276621496043,0.637622711222438,0.103345422552899,147.5,845.86945030704,728.543135123687,1.04790827905635,20.1811866760254,1070,26,"United Republic of Tanzania",3.7812808042363
"tree_178992",-24.84034,27.41398,76,132.333333333333,257,312.333333333333,-56.3333333333333,0.115741799546658,0.493023339547296,0.243732041017614,130,500.976819852518,608.670528591096,-1.1548116134129,2.11694574356079,938,0,"South Africa",-21.7419250438842
"tree_1790303",-4.10778,31.38454,66,103,247,283,-37,0.063040949585462,0.513825370644682,0.122689445066456,120,1325.48064565659,1357.31161787599,1.56317936059516,1.85433411598206,1085,0,"United Republic of Tanzania",-18.2052380695254
"tree_1790850",-8.39825,31.29287,68.5,121.5,249.5,301.5,-53,0.201249247656036,0.4376985358578,0.460260101585517,162.5,1609.08144912382,1520.20235801002,0.704605692037676,6.25089120864868,1759,-18,"United Republic of Tanzania",-0.295690733915761
"tree_179097",-25.24943,29.63321,85,115,266,295,-30,0.104944037956321,0.621014949054467,0.175652325534665,129,700.43561951025,675.112075376724,-0.198744815688408,2.76322507858276,1159,4,"South Africa",-7.50329568822656
"tree_179253",-25.30604,31.71524,81,87,262,267,-6,0.036896046721709,0.563577000374329,0.0654676232301932,160,787.190570167737,556.499642725237,-1.54012739106646,3.7047917842865,220,-2,"South Africa",-31.425769792951
"tree_1792979",-7.74054,34.20749,96,144.5,277,324.5,-48.5,0.227928491429129,0.604432703657704,0.392105512156775,136.25,1135.50321824166,969.918049287912,1.80303131159786,3.34978628158569,1403,-12,"United Republic of Tanzania",12.4405266988366
"tree_1793744",-4.43691,34.2723,51,122.5,232,302.5,-71.5,0.0225964083878895,0.635035224937833,0.03620881649159,207.5,1128.09094202446,1215.51910599599,0.792842433256562,16.9558963775635,1298,-30,"United Republic of Tanzania",-31.0933368128426
"tree_179385",-24.70061,27.31274,64.3333333333333,135.666666666667,245.333333333333,315.666666666667,-71.3333333333333,0.260672452219342,0.445840586386101,0.598903692871366,153.333333333333,469.046792663993,580.763505636302,0.333127195735603,3.57600164413452,922,8,"South Africa",-34.1174405010813
"tree_1794605",-6.91974,35.23723,101,148,282,328,-47,0.220190759180005,0.650111355371857,0.384343445002756,120,786.288449211285,686.935152749848,0.0244132094220089,0.934213638305664,961,-2,"United Republic of Tanzania",4.82140537845723
"tree_1794753",-6.09237,32.05794,66,140,247,320,-74,0.266255509258698,0.476193954117518,0.559132485737082,200,1246.6575114727,1023.68504304344,3.10726224277456,1.86485886573792,1091,-4,"United Republic of Tanzania",-22.849467287002
"tree_1795480",-3.98752,34.7041,121,146,302,326,-25,0.0702290527639566,0.487317103039018,0.139523180121508,160,742.870624426908,747.313285550723,0.211134323497975,2.93113660812378,1114,-6,"United Republic of Tanzania",28.6533474607052
"tree_1795652",-3.60061,31.08093,36,90.5,217,270.5,-54.5,0.210662574198872,0.538054386243946,0.392785469037112,190,1142.01536268773,1220.06840576946,-1.62281582546756,0.929243803024292,1131,4,"United Republic of Tanzania",-49.2705897133208
"tree_1796011",-6.15962,32.29007,69.3333333333333,129.333333333333,250.333333333333,309.333333333333,-60,0.203141508305083,0.593992305144945,0.347763723831007,170,1287.75235562026,1111.5970100658,3.542932827112,2.62912154197693,1089,-8,"United Republic of Tanzania",-18.3004946283761
"tree_179736",-28.91039,30.36502,91,125,272,305,-34,0.030323840481374,0.541965958020153,0.0559515593786546,210,628.785390973091,779.655387653904,-1.36756615909315,26.8661956787109,1165,-12,"South Africa",0.104979621738984
"tree_1798583",-7.1095,32.2486,52.25,130,233.25,310,-77.75,0.160306092841363,0.482286339664295,0.346170728952459,226.25,1247.76827555285,1105.64251604352,2.6118265870806,2.95083403587341,1101,-4,"United Republic of Tanzania",-35.2358258820616
"tree_1799802",-10.91254,36.23254,128.5,143,309.5,323,-14.5,0.017685380462475,0.662981259896476,0.00747665033870841,97.5,1191.59711618311,1186.86759552918,0.36907439812739,5.28021240234375,713,10,"United Republic of Tanzania",34.6405173962536
"tree_1801",-26.95907,28.7861,108.5,116,289.5,296,-7.5,0.004032581898031,0.746479940314313,0.00519755318035047,137.5,705.87055432726,654.059998398378,-0.625805618342282,2.12593197822571,1529,0,"South Africa",22.8795496932088
"tree_180324",-24.58838,26.98677,96,132.333333333333,277,312.333333333333,-36.3333333333333,0.125727245695447,0.504373261144373,0.272663700782149,113.333333333333,427.829642332789,590.396151324797,0.985795616543129,2.03910732269287,970,0,"South Africa",-1.38143886635901
"tree_1803310",-6.97185,34.05406,86,147.25,267,327.25,-61.25,0.177746988853808,0.478995980000228,0.385623936896046,152.5,1002.10452060759,1003.31722242405,1.63232767898597,2.63127827644348,1239,8,"United Republic of Tanzania",-0.266807777955641
"tree_1803783",-8.30585,33.72683,116,148.666666666667,297,328.666666666667,-32.6666666666667,0.106086763240796,0.506383120211334,0.219796307776594,140,1169.29070857602,847.143127622679,1.5562641899826,3.82086539268494,1387,8,"United Republic of Tanzania",30.3779519137871
"tree_1804675",-3.62847,30.96969,66,103,247,283,-37,0.286044259500221,0.582820265771011,0.490793262176314,95,1225.77122739892,1105.10166466236,-1.55033335813626,4.14230108261108,1272,-2,"United Republic of Tanzania",-18.1737173120193
"tree_1806313",-7.45431,36.93722,76,126,257,306,-50,0.14094284305383,0.561373086488947,0.251068044489527,210,1166.63205507025,1979.46697717905,-1.10443259861514,11.7710618972778,687,16,"United Republic of Tanzania",-7.05418350658239
"tree_180637",-24.93977,28.27137,51,121.333333333333,232,301.333333333333,-70.3333333333333,0.337839457096633,0.602389137383851,0.559363304414318,138.333333333333,592.712059799983,632.798239250803,0.9664338586495,0.927409946918488,1091,-4,"South Africa",-43.427261613655
"tree_1806551",-6.63407,34.2549,92.6666666666667,152.666666666667,273.666666666667,332.666666666667,-60,0.246392141362082,0.507114289825755,0.507648191326732,140,1046.67314633019,933.629797961012,1.61483787323037,3.8426365852356,1297,-2,"United Republic of Tanzania",6.53147088593541
"tree_1806638",-4.58385,31.80021,66,113.5,247,293.5,-47.5,0.0728021651794145,0.509854577550654,0.145002513791247,152.5,1232.17156858743,1244.57675901816,2.73564665421079,1.31354629993439,1075,6,"United Republic of Tanzania",-20.0080601440635
"tree_1807474",-5.8314,31.97356,66,120,247,300,-54,0.3331847548823,0.442779810060827,0.752484072922224,205,1250.15647733211,1088.95314606412,3.42112771758391,2.07518696784973,1081,-4,"United Republic of Tanzania",-22.112260122231
"tree_1807826",-7.63569,35.37516,88.5,156.5,269.5,336.5,-68,0.217661079690965,0.659969872095335,0.329929118042009,125,758.625956659205,729.889528769068,1.69386223997522,2.63324546813965,891,-8,"United Republic of Tanzania",-8.42464651916148
"tree_1808657",-5.04721,33.62983,89.3333333333333,114,270.333333333333,294,-24.6666666666667,0.010327371518783,0.612624305172629,0.0168867718808992,138.333333333333,1175.73383061864,1124.00829860348,1.91231738696939,2.62660980224609,1204,0,"United Republic of Tanzania",4.10924108770662
"tree_18092",-27.51672,31.65096,96,111,277,291,-15,0.03931399120933,0.521541047193786,0.0753804353863682,150,912.282570730895,673.318991661072,-0.884437849884945,6.31723880767822,441,-14,"South Africa",-10.4682698683812
"tree_180930",-25.18966,26.12128,79.3333333333333,136.333333333333,260.333333333333,316.333333333333,-57,0.18068968069645,0.489937121633495,0.368528813075948,138.333333333333,454.441003124248,580.872225889148,0.974611070645006,0,1069,-8,"South Africa",-16.2620033432755
"tree_1811084",-6.49569,32.99763,78.5,130.5,259.5,310.5,-52,0.0547648189759535,0.521896328633732,0.107596688215902,180,1066.91868265453,1049.07251800457,1.54895248420061,4.14598798751831,1150,-8,"United Republic of Tanzania",-8.84176129112332
"tree_1813039",-4.0024,34.66534,88.5,142,269.5,322,-53.5,0.0580335210608995,0.512726859258673,0.108362418011795,186.25,884.866383205633,855.908776733559,-0.127501975227476,13.6687850952148,1290,-40,"United Republic of Tanzania",1.1198578097164
"tree_1813601",-7.19677,33.86727,94.75,147,275.75,327,-52.25,0.188125439872248,0.529503875390841,0.36301472871028,110,964.194788403131,965.900825412805,0.0703949510189471,4.72003746032715,1333,-4,"United Republic of Tanzania",9.77420934108382
"tree_1814024",-7.47054,34.18594,91,152.666666666667,272,332.666666666667,-61.6666666666667,0.15625275017502,0.529862287124737,0.310303976680725,118.333333333333,1133.14733092412,998.940180598168,1.72384536132482,3.36010456085205,1289,2,"United Republic of Tanzania",5.64144307456831
"tree_181408",-31.40828,26.91069,42.6666666666667,115.666666666667,223.666666666667,295.666666666667,-73,0.106748546345693,0.542199797694875,0.193003685488015,255,504.084258552157,596.075365470177,-0.815430460204288,13.3132467269897,1736,22,"South Africa",-39.7624634666851
"tree_181482",-28.55035,29.34519,88.5,105.75,269.5,285.75,-17.25,0.035345920453153,0.562869779052186,0.073047489700425,126.25,776.935400159993,747.294230442815,-1.29381742509138,5.64588689804077,1142,8,"South Africa",-3.30332715940988
"tree_1814951",-6.95761,32.25581,50,130.2,231,310.2,-80.2,0.11977526934484,0.516861206174312,0.239883240856925,181,1179.95372162596,1086.05177767039,2.52208740025394,3.7047917842865,1111,-8,"United Republic of Tanzania",-37.5712357927029
"tree_1815056",-11.08851,36.43159,101,179,282,359,-78,0.402891805372732,0.610008003140385,0.660469704165524,185,1169.14359474182,1344.16692133679,1.04121408514667,4.62736749649048,653,10,"United Republic of Tanzania",8.22026291020349
"tree_1815807",-4.07416,35.03963,111,143.333333333333,292,323.333333333333,-32.3333333333333,0.103961460712911,0.550100615238675,0.200466157539018,110,877.659544097879,868.519510639209,-0.357697910435552,33.1884498596191,1608,22,"United Republic of Tanzania",29.9735198706918
"tree_1816442",-3.39878,34.51786,112.666666666667,127.333333333333,293.666666666667,307.333333333333,-14.6666666666667,0.0308490553576634,0.53110244895929,0.0572404162864725,123.333333333333,824.121437354427,821.011214162947,0.100927563024952,3.34213423728943,1374,-8,"United Republic of Tanzania",26.4193424407902
"tree_1817124",-6.68581,32.98185,96,126.5,277,306.5,-30.5,0.0562687040351065,0.54809960025581,0.108762865747278,145,1181.36355312031,1062.15674929928,1.64316850869613,0.933758854866028,1176,0,"United Republic of Tanzania",9.34971423228445
"tree_1817889",-7.21398,33.73647,86,143.8,267,323.8,-57.8,0.210775169790986,0.474683693103231,0.45399148542165,138,1058.77634764879,992.44813419848,2.24449201174015,2.93276834487915,1329,0,"United Republic of Tanzania",1.3253717907816
"tree_1818323",-6.94589,36.03873,108.5,154.5,289.5,334.5,-46,0.0807469620557948,0.560131158247999,0.144604317236875,108.75,714.114275828593,711.540875495055,0.211447918369688,4.14676141738892,795,10,"United Republic of Tanzania",9.44976359440103
"tree_1819709",-6.85772,31.42241,76,140,257,320,-64,0.356855393631862,0.537618484502041,0.663770692264037,170,1083.62485224009,945.750739045236,1.34956408929332,2.63095855712891,1008,-8,"United Republic of Tanzania",-15.5729355085765
"tree_182165",-25.14522,29.51151,91,114.6,272,294.6,-23.6,0.043024930700335,0.59515318829029,0.073892427306914,139,727.1154242145,711.040653241502,0.251616457657507,2.96247696876526,1018,6,"South Africa",-3.72801025315339
"tree_1822554",-11.2927,36.03161,109.75,152.5,290.75,332.5,-42.75,0.174903750493761,0.524102298231436,0.336785786312779,156.25,1229.2961153008,1237.00471181411,0.280049838781174,2.1058042049408,613,-12,"United Republic of Tanzania",14.6645345892636
"tree_1823201",-5.21182,31.52247,76,139,257,319,-63,0.226621629347316,0.571153397111388,0.39677892225356,190,1119.41516470909,1109.06550837295,2.77446081709943,2.0747504234314,1069,10,"United Republic of Tanzania",-12.0582352297733
"tree_18236",-24.24879,27.42795,88.5,142,269.5,322,-53.5,0.215406975096487,0.482290288496748,0.451411442297401,117.5,478.767015641972,656.784550991549,1.42957107168703,2.11463260650635,1013,-8,"South Africa",-7.0992935177623
"tree_1824943",-7.12988,32.34758,43.5,130.25,224.5,310.25,-86.75,0.165072638248446,0.552144532296432,0.333165731958061,195,1182.45151916094,1046.1914910212,1.97664768887607,0.934635579586029,1136,-8,"United Republic of Tanzania",-44.1546710084474
"tree_1825110",-8.22048,32.88215,94.3333333333333,138.333333333333,275.333333333333,318.333333333333,-44,0.250242434154112,0.528424654028401,0.474642917513562,155,1079.41031760426,948.908058824162,1.46474960032083,6.5636191368103,1188,-2,"United Republic of Tanzania",6.30000547991961
"tree_1825511",-6.15187,34.28267,83.5,144.5,264.5,324.5,-61,0.057433028977333,0.452384162973406,0.138926495773479,132.5,958.557519547615,1070.02037915657,1.18494614459827,1.85433411598206,1347,-8,"United Republic of Tanzania",0.281751301614604
"tree_1826933",-5.29051,31.18911,81,140,262,320,-59,0.326806147737847,0.552643056661731,0.591351223540085,135,1163.88826870918,1098.11337899613,1.48666894912713,1.85433411598206,1065,6,"United Republic of Tanzania",-7.29217437830289
"tree_1827765",-6.29953,31.82194,61,139,242,319,-78,0.327796418359684,0.443613781765721,0.738922981731884,215,1280.26687824726,1089.69530001327,2.98124199270542,2.07555031776428,1106,8,"United Republic of Tanzania",-26.6163151680125
"tree_1827810",-6.9137,32.2011,76,120.5,257,300.5,-44.5,0.14923957251089,0.556342929000276,0.267805661705501,157.5,1392.27994945646,1100.69852429656,2.4740025913262,3.82012557983398,1113,-4,"United Republic of Tanzania",-11.3234043495091
"tree_1828705",-7.24562,34.4306,89.3333333333333,152,270.333333333333,332,-62.6666666666667,0.214797582727966,0.484533046485828,0.453201885311793,146.666666666667,801.590888040031,904.828918726891,1.74206499679531,4.1473069190979,1203,-2,"United Republic of Tanzania",0.962227067544098
"tree_182957",-25.28404,29.22016,79.3333333333333,108.333333333333,260.333333333333,288.333333333333,-29,0.0604250877696733,0.567637878967507,0.106209035525064,143.333333333333,628.047610342503,642.596704021261,1.25695382236873,3.45281744003296,1045,10,"South Africa",-15.8471608961013
"tree_1830390",-11.27629,34.87151,128.5,143.5,309.5,323.5,-15,0.0690498977341835,0.563909951278383,0.12143879686531,162.5,1263.69819378842,1224.88188271271,-0.88760478524747,8.28909969329834,571,-14,"United Republic of Tanzania",32.4261508587582
"tree_1830774",-7.78119,34.96328,102.25,149.5,283.25,329.5,-47.25,0.0906697233472313,0.577028225844307,0.154487377435387,135,862.862563896267,872.265380612507,1.36120860035609,12.1926689147949,974,8,"United Republic of Tanzania",8.96837615266403
"tree_183093",-25.07364,26.90195,93.5,133.5,274.5,313.5,-40,0.104991391431119,0.577649147862672,0.203042530311504,95,415.362510407404,476.328185066581,0.715245633557768,3.20557451248169,1084,6,"South Africa",-3.29592441627514
"tree_1831637",-7.2468,34.20893,81,147,262,327,-66,0.139598921708336,0.560536047898895,0.286544308034242,154,968.499252323863,906.378483031748,0.944079024944226,2.93279004096985,1251,-12,"United Republic of Tanzania",-6.41711355294942
"tree_1831876",-6.86169,35.60566,76,159.75,257,339.75,-83.75,0.13976121112804,0.576874373458532,0.24049820448868,137.5,674.714925202309,739.411152666607,0.286252636133353,2.63096928596497,957,-28,"United Republic of Tanzania",-19.507440386793
"tree_1831882",-6.50227,35.29655,121,131,302,311,-10,0.038019570043789,0.526112312410843,0.0722651212429702,130,726.798102841145,1166.71575828362,-0.43100703993727,2.07571649551392,916,4,"United Republic of Tanzania",30.7940392874773
"tree_1832131",-6.59819,33.14889,83.5,124.5,264.5,304.5,-41,0.166187201946169,0.449583408448806,0.370831096561914,170,1126.75209527772,1086.17210152086,1.8012867738504,2.78028845787048,1201,2,"United Republic of Tanzania",-2.32224182210748
"tree_1834518",-5.58286,35.8651,69.3333333333333,155.333333333333,250.333333333333,335.333333333333,-86,0.075599109716359,0.586178427589753,0.130387401298573,133.333333333333,871.777461471347,802.417882892701,1.34552460190445,19.6177616119385,1245,12,"United Republic of Tanzania",-19.6837404664314
"tree_1835371",-4.30782,36.03278,81,129,262,309,-48,0.048615397063513,0.690389556371359,0.0704173413616398,125,1206.019644171,663.002546277363,0.155455184690634,4.14999675750732,1138,-2,"United Republic of Tanzania",-12.0837916668163
"tree_1835928",-7.64714,35.25337,104,153.4,285,333.4,-49.4,0.0451638727209118,0.577422159190835,0.0768671433571082,127,801.836906905293,758.827846021352,1.62949083980538,1.85433411598206,902,-2,"United Republic of Tanzania",7.70184747353252
"tree_1836282",-7.53725,35.79479,104,152.6,285,332.6,-48.6,0.102833599302711,0.616105516923542,0.168887423463702,103,769.808060435217,710.888632392848,0.0766647426630215,11.8989181518555,1309,10,"United Republic of Tanzania",14.9193494338848
"tree_1838276",-10.49615,36.21911,126,146,307,326,-20,0.04802442846495,0.408113768533895,0.117674119737427,115,1186.06198239326,1276.39548969269,2.13196824204545,4.99381732940674,885,0,"United Republic of Tanzania",36.757284202892
"tree_183889",-24.26664,29.64628,92,106.6,273,286.6,-14.6,0.0410640724924878,0.586805318036868,0.0713024850239798,132,713.754653530989,676.030585713793,0.895572351123558,8.52829265594482,982,0,"South Africa",-3.92650035314552
"tree_1839217",-6.18162,32.73818,43.5,124.5,224.5,304.5,-81,0.214583234391282,0.666882669846762,0.360638269542745,172.5,1255.77824162925,1190.93700418063,2.32063844104124,1.31528007984161,1117,-10,"United Republic of Tanzania",-42.4580815069038
"tree_1842039",-6.05145,32.4883,68,129.4,249,309.4,-61.4,0.126141681832986,0.469674630699185,0.271385606698351,183,1238.38884135935,1160.80275007937,2.60566911327912,4.14527654647827,1100,-8,"United Republic of Tanzania",-18.7181261610338
"tree_1844301",-8.33514,34.29186,99.3333333333333,150.666666666667,280.333333333333,330.666666666667,-51.3333333333333,0.0473067379088037,0.63392539022596,0.0731332911700709,153.333333333333,832.101705701176,723.630240272506,-3.09151954734162,2.95854592323303,1025,-2,"United Republic of Tanzania",4.92087064427911
"tree_1845011",-5.81742,31.95328,61,120,242,300,-59,0.34002513418617,0.497352924145649,0.683669719586477,145,1250.15647733211,1088.95314606412,3.24908997455181,1.31483900547028,1084,8,"United Republic of Tanzania",-27.0540175556106
"tree_1845637",-10.97096,36.04729,96,140,277,320,-44,0.121773197756038,0.698680533957402,0.17429023972702,110,1253.44850905906,1257.04430362023,1.52493344389321,2.08079648017883,752,10,"United Republic of Tanzania",3.89906359639676
"tree_184930",-26.73505,27.62357,74,107.8,255,287.8,-33.8,0.185854099620616,0.543228617738664,0.365437626712946,116,660.21089837846,680.513093168257,1.13912373230946,2.96730399131775,1422,0,"South Africa",-13.3202937064149
"tree_1849357",-11.13241,36.32043,101,162,282,342,-61,0.115331211798603,0.745718471458542,0.154657845035041,185,1342.31919686217,1149.54940484117,1.48950353408766,3.36012196540833,797,-2,"United Republic of Tanzania",8.23879399050124
"tree_1851286",-11.30748,35.78046,139.75,153,320.75,333,-13.25,0.046682165573916,0.674508207535009,0.0668630122229608,107.5,1186.77109666606,1215.78853067418,0.405338854373193,2.10589122772217,592,-2,"United Republic of Tanzania",43.9540904221092
"tree_1852396",-10.21589,35.87745,101,140,282,320,-39,0.121032095797131,0.377884760501092,0.320288374785575,225,1622.14625049848,1271.09778584167,-0.282506229687137,5.92981624603271,1021,-12,"United Republic of Tanzania",14.3220178291428
"tree_185253",-25.86667,29.08404,56,83,237,263,-27,0.111426019046763,0.554456632134545,0.200964354268422,105,857.779876708984,719.052719789408,1.65410655970089,3.45874333381653,1521,4,"South Africa",-28.8483443471516
