tree_id_num,lon_tr,lat_tr
tree_1166767,35.86158861,-6.724484949
tree_1454292,36.13193845,-6.723403182
tree_426967,35.98031177,-6.609997981
tree_1442192,35.84662427,-6.652277027
tree_371539,35.96038936,-6.608555626
tree_809742,35.9604795,-6.609096509
tree_748044,36.0833494,-6.800479054
tree_1911693,35.86582551,-6.746120281
tree_1461718,35.96300361,-6.609547245
tree_570519,36.0267373,-6.587010441
tree_795014,35.99996374,-6.593591187
tree_978681,36.01222369,-6.77469695
tree_1453031,36.12175188,-6.634247583
tree_1989743,36.11345839,-6.614054606
tree_1004610,37.15645527,-10.58197458
tree_1228159,37.1476209,-10.58512973
tree_1004619,32.74891451,-6.164490427
tree_1276786,32.74900466,-6.15953233
tree_778405,32.7452185,-6.165662341
tree_1004628,31.75297418,-5.766670751
tree_564530,31.75351506,-5.767391929
tree_1004635,35.37146121,-7.581604703
tree_1899119,35.38354086,-7.608198133
tree_864216,35.3880482,-7.563304818
tree_588149,35.35451364,-7.578179109
tree_1004669,31.68004553,-7.447916378
tree_363764,31.68085685,-7.447105053
tree_1234001,31.05929562,-2.241193326
tree_1004693,37.14347415,-7.580252495
tree_1919588,32.3008856,-6.093634713
tree_100474,23.05611099,-33.47067375
tree_39979,23.05746319,-33.48996525
tree_116850,23.06548624,-33.4902357
tree_1041552,34.05432833,-4.998075565
tree_1202387,34.01673717,-4.987257899
tree_1612603,33.9928483,-4.867181804
tree_1470398,33.99879798,-5.040354611
tree_100481,30.33770509,-26.10780952
tree_91193,30.33626274,-26.1069982
tree_1004814,33.52255317,-6.355692678
tree_806855,33.53580473,-6.375525066
tree_535522,33.52904373,-6.354160175
tree_1004858,35.16655785,-5.761802801
tree_1687408,35.1664677,-5.760090004
tree_1710709,35.15943626,-5.762433832
tree_1892650,35.16926225,-5.758196913
tree_1197491,33.3176498,-1.929824833
tree_1004890,37.14257269,-6.660119835
tree_1812894,37.11165238,-6.651826291
tree_1479930,37.11931485,-6.628117572
tree_1795118,37.16285569,-6.665618815
tree_1889673,37.10849725,-6.635058908
tree_1189246,31.27898303,-1.488914787
tree_417948,31.26113399,-1.480801537
tree_1005035,34.20748751,-6.613062987
tree_1005054,35.08082837,-9.308014087
tree_148367,29.97747915,-25.24591197
tree_263054,29.98126531,-25.25465625
tree_86886,29.95485235,-25.21895795
tree_195815,29.94980413,-25.20615704
tree_110378,29.85785457,-25.20642748
tree_15672,29.83225293,-25.26249905
tree_100507,30.75986176,-29.92924027
tree_672718,37.08569014,-10.8584561
tree_598952,37.07487254,-10.84132813
tree_1005090,31.39482149,-3.853115742
tree_582669,31.39392003,-3.853566478
tree_1330736,31.39121563,-3.852935447
tree_1602568,34.45755435,-9.617038752
tree_1949681,34.46801136,-9.638403643
tree_1005118,35.34225369,-8.28177815
tree_1946096,35.33540255,-8.281237267
tree_100513,30.57217647,-27.7291974
tree_33569,30.55892492,-27.73127078
tree_2001,30.55856433,-27.73388505
tree_221274,30.5660465,-27.69620351
tree_165541,30.57479072,-27.7452436
tree_1005167,35.98770379,-11.00269165
tree_1288941,35.99103922,-11.02045065
tree_154578,25.93566482,-33.29686991
tree_232653,25.96856834,-33.30191816
tree_100519,26.37837492,-27.75678245
tree_1005201,34.97265238,-6.54004374
tree_389828,34.96850563,-6.53905212
tree_302246,34.96751402,-6.538240795
tree_1903812,34.9813966,-6.528144307
tree_1239487,34.96904651,-6.537790059
tree_884389,38.7599841,-7.187300769
tree_1530329,38.76782686,-7.209657279
tree_1364225,38.777743,-7.17981855
tree_100526,31.48031363,-28.4825577
tree_100527,30.81584281,-25.8947015
tree_20565,30.81926839,-25.87540999
tree_196467,30.83774845,-25.88406413
tree_100529,26.66738502,-33.65935188
tree_87510,26.66459047,-33.65574599
tree_1005303,36.85112853,-4.392196109
tree_724943,36.82832142,-4.438531779
tree_1005344,36.73474919,-6.858263421
tree_1500963,30.30332571,-5.044321089
tree_1353207,30.3209043,-5.058384055
tree_1005370,32.58746184,-6.704832855
tree_738597,32.60305721,-6.715650521
tree_1873880,32.56699854,-6.695006808
tree_604242,32.62361065,-6.696539311
tree_548097,32.58061069,-6.720698766
tree_1994128,32.56528576,-6.698612697
tree_1677456,32.56609708,-6.691941803
tree_1914038,32.59836958,-6.711684044
tree_100538,31.04301232,-27.42260671
