tree_ID,latitude,longitude,elevation,slope,curvature,num,swb
tree_4681654,-14.161253257442903,35.38175398360651,1011,7.439244270324707,16.0,1,0
tree_5022947,-21.80328739744477,29.044573207571347,610,2.7242202758789062,4.0,2,0
tree_3845991,-14.272405269402146,28.453398967208656,1134,2.086387872695923,0.0,2,0
tree_1815518,-3.2615693336335068,35.5573444648891,2034,16.595182418823242,2.0,2,0
tree_4192142,-18.095897140487747,30.95552096402558,1368,2.9247169494628906,2.0,3,0
tree_562508,-7.696631373300259,38.989585891343246,242,1.3174136877059937,14.0,2,0
tree_607569,-11.396182530605326,37.02709538581224,559,6.845126628875732,-14.0,2,0
tree_1502900,-6.954632498905811,30.748832711996258,1089,4.71994161605835,2.0,1,0
tree_4131515,-19.55366645688027,30.18017247285241,1367,27.024621963500977,-14.0,4,0
tree_4267151,-17.167289346107637,30.796143774173316,1480,3.8770315647125244,4.0,2,0
tree_3549923,-13.20064695390327,24.847261517872223,1205,1.9046272039413452,10.0,2,0
tree_2819463,-15.971322770765024,25.288436057898046,1196,4.6273674964904785,-4.0,2,0
tree_4210230,-17.3685910040644,30.926403034146585,1205,3.0564792156219482,-6.0,3,0
tree_1993484,-5.918658469360837,30.00566109402475,918,7.911071300506592,32.0,1,0
tree_616068,-2.551930155583916,31.56636875823608,1262,3.704791784286499,6.0,3,0
tree_17536,-31.07266600780065,30.107738835340236,110,11.881793022155762,18.0,4,0
tree_46192,-28.582351710573256,29.067987947202997,1332,21.5759334564209,2.0,2,0
tree_534616,-9.101216991428336,38.49774704514817,246,3.821352243423462,0.0,2,0
tree_2085200,-12.986186488737788,27.888809887326598,1264,4.7233991622924805,2.0,2,0
tree_845483,-3.4717936527982123,31.1923527391762,1123,2.7802884578704834,-4.0,3,0
tree_4294844,-20.124302077790794,31.46439803534588,1108,12.00602912902832,32.0,3,0
tree_4766231,-14.417722913632893,34.8645829843268,617,9.69371223449707,38.0,1,0
tree_267908,-27.983953726503977,31.041479055032855,998,3.8499627113342285,4.0,3,0
tree_4699848,-10.598186265181706,33.71692630979722,2214,9.58555793762207,8.0,2,0
tree_380133,-9.39185227988983,38.986522488919526,206,0.9400084018707275,-4.0,3,0
tree_2877585,-13.481904752849369,28.359102357231436,1253,3.40598464012146,-12.0,2,0
tree_4359303,-17.216058534329175,31.51073255439223,1077,3.389193296432495,14.0,4,0
tree_177803,-32.547206003255184,26.494395478701435,1159,17.221158981323242,4.0,3,0
tree_2702239,-14.536718484345155,28.343236875683267,1197,2.1280009746551514,-8.0,2,0
tree_4266497,-17.940662455514133,30.446643892705282,1271,7.422842025756836,8.0,2,0
tree_3203605,-13.770649382464203,27.66181934820094,1156,1.3309818506240845,-4.0,2,0
