"tree_ID","rainyear","GUD","GUD_DOY","latitude","longitude"
"tree_3765279",2021,76,257,-10.5661832969211,30.5414622175058
"tree_3765279",2022,86,267,-10.5661832969211,30.5414622175058
"tree_3765887",2020,111,292,-15.3860880530055,30.3101463503582
"tree_3765887",2021,131,312,-15.3860880530055,30.3101463503582
"tree_3766033",2019,131,312,-15.8468291284539,25.9956361076714
"tree_3766033",2020,111,292,-15.8468291284539,25.9956361076714
"tree_3766033",2021,106,287,-15.8468291284539,25.9956361076714
"tree_3766033",2022,121,302,-15.8468291284539,25.9956361076714
"tree_3766033",2023,106,287,-15.8468291284539,25.9956361076714
"tree_3766079",2022,91,272,-14.1930778616613,28.7859498055725
"tree_3766845",2020,101,282,-17.7091816016276,26.0940796816283
"tree_3766845",2021,136,317,-17.7091816016276,26.0940796816283
"tree_3766845",2022,101,282,-17.7091816016276,26.0940796816283
"tree_3766845",2023,156,337,-17.7091816016276,26.0940796816283
"tree_3767072",2019,136,317,-17.0981643615771,23.2625728081955
"tree_3767117",2019,96,277,-15.0126963080931,26.4556548087491
"tree_3767117",2020,81,262,-15.0126963080931,26.4556548087491
"tree_3767117",2023,101,282,-15.0126963080931,26.4556548087491
"tree_3767179",2019,131,312,-15.8106791962136,25.6444283904999
"tree_3767179",2020,136,317,-15.8106791962136,25.6444283904999
"tree_3767179",2021,81,262,-15.8106791962136,25.6444283904999
"tree_3767179",2022,91,272,-15.8106791962136,25.6444283904999
